product_id,product_name,title,content_encoded,short_description,right_description,technical_sheet,categories
11,Zurada Czysta Łazienka,Pianka do sanitariatów,"Zurada Czysta Łazienka to ekologiczny preparat w formie pianki do codziennego i gruntownego czyszczenia sanitariatów. Nadaje się do posadzek, wanien, brodzików, kabin prysznicowych, umywalek, muszli klozetowych, pisuarów oraz armatury łazienkowej. Nie zawiera kwasu metasulfonowego, amidosulfonowego, SLS ani kwasu dodecylobenzenosulfonowego. Preparat należy rozpylić na powierzchnię, przetrzeć gąbką lub szmatką, a następnie spłukać wodą; przed pierwszym użyciem zaleca się wykonanie próby w niewidocznym miejscu.","Ekologiczny, gotowy do użycia preparat w formie pianki do czyszczenia sanitariatów.","Właściwości: Skutecznie usuwa: rdzę, osady wodne, wapienne i mydlane. Doskonały do bieżącego utrzymania czystości w sanitariatach. Bezpieczny dla czyszczonych powierzchni, nie pozostawia smug. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","gotowy do użycia preparat w formie pianki do czyszczenia sanitariatów. Skutecznie usuwa: rdzę, osady wodne, wapienne i mydlane. Doskonały do bieżącego utrzymania czystości w sanitariatach. Bezpieczny dla czyszczonych powierzchni, nie pozostawia smug. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","ekologiczne-produkty-eu-ecolabel, higiena-sanitariatow"
12,Zurada Sanit Żel,Żel do WC i sanitariatów,"Zagęszczony żel do ręcznego czyszczenia toalet, pisuarów, wanien i brodzików. Skutecznie usuwa osady kamienne i zabrudzenia, a także wspiera bieżące utrzymanie czystości sanitariatów. Nie stosować na powierzchniach wrażliwych na działanie kwasów, takich jak aluminium; przed użyciem zaleca się próbę w niewidocznym miejscu. Po zastosowaniu dokładnie spłukać powierzchnię dużą ilością wody.",Zagęszczony preparat do codziennego czyszczenia i odkamieniania toalet.,"Właściwości: Zagęszczony preparat odkamieniający do mycia: toalet, pisuarów, wanien, brodzików. Usuwa kamień, rdzę i trudne do usunięcia naleciałości. Nie uszkadza armatury łazienkowej.",,"horeca-hotele, szkoly, firmy-sprzatajace, higiena-sanitariatow-instytucje, higiena-sanitariatow-firmy-sprzatajace, higiena-toalet-instytucje, higiena-toalet-firmy-sprzatajace, higiena-sanitariatow-catering, higiena-toalet"
13,Zurada Total Clean,Koncentrat APC do auta,"Koncentrat APC do czyszczenia wszystkich powierzchni i elementów samochodu, zarówno na zewnątrz, jak i wewnątrz. Sprawdza się przy myciu plastików, gumy, metalu, narzędzi oraz silników, a także przy bieżącym usuwaniu zabrudzeń. Można stosować go ręcznie lub pianowo, dobierając rozcieńczenie od 1:4 przy silnych zabrudzeniach do 1:80 przy lekkich. Preparat należy nanieść na powierzchnię, odczekać w przypadku mocniejszych zanieczyszczeń i usunąć brud szmatką lub spłukać wodą.",Koncentrat do czyszczenia wszystkich powierzchni auta — z zewnątrz i wewnątrz.,"Koncentrat preparatu do czyszczenia wszystkich powierzchni i elementów na zewnątrz i wewnątrz samochodu. Właściwości: Usuwa stare oraz bieżące zanieczyszczenia, wynikające z ciągłej eksploatacji. Wykazuje silne właściwości odtłuszczające i usuwające brud. Penetruje zabrudzenia, odrywa je od powierzchni i zawiesza w roztworze roboczym.",,"chemia-samochodowa, preparaty-apc"
14,Zurada Gastro Błysk,Płyn do zmywarek przemysłowych,"Zurada Gastro Błysk to profesjonalny preparat do maszynowego mycia naczyń w zmywarkach gastronomicznych i przemysłowych. Nadaje się do szkła, porcelany, sztućców, naczyń, stali nierdzewnej, tworzyw sztucznych i garnków, a nie powinien być stosowany do aluminium, miedzi ani mosiądzu. Produkt przeznaczony jest do użytku profesjonalnego i stosowania z systemami dozującymi, a także nie nadaje się do zmywarek domowych. Zalecane dozowanie wynosi 2-5 ml/L, w zależności od jakości wody i stopnia zabrudzenia naczyń.",Preparat do mycia naczyń w zmywarkach gastronomicznych i przemysłowych.,"Właściwości: Koncentrat. Preparat do wszystkich typów zmywarek gastronomicznych i przemysłowych. Skutecznie likwiduje trudne do usunięcia zabrudzenia z tłuszczu, białka, skrobi. Zawiera substancje zabezpieczające szkło i zapobiegające korozji zmywarki. Kompatybilny ze wszystkimi typami dozowników.",,"plyny-myjace-do-zmywarek, horeca-hotele, szkoly, firmy-sprzatajace, plyny-myjace-do-zmywarek-instytucje, plyny-myjace-do-zmywarek-firmy-sprzatajace"
15,Zurada Bruk Turbo,Koncentrat do mycia kostki,"Rodzaje czyszczenia: mycie ciśnieniowe, mycie ręczne, maszyny myjące. Zastosowanie: powierzchnie betonowe, kostka brukowa, kamień naturalny oraz sztuczny, fasady. Odradzane zastosowanie: powierzchnie wrażliwe na zasady, chłonne posadzki twarde. Sposób użycia i dozowania: Mycie ręczne: Do codziennego mycia stosować roztwór 2-5% (90-450 ml / 9,5 - 9,9 L wody). pH roztworu: 10 - 10,5. Do gruntownego mycia stosować roztwór 5-10% (500-1000 ml / 9 - 9,5 L wody). pH roztworu: 10,5 - 11. Nakładaj preparat na powierzchnię lub plamę i przetrzyj mopem lub szczotką. Dobre rezultaty uzyskuje się jeśli pozostawi się go na czyszczonej powierzchni na około 10-30 min. Po czyszczeniu powierzchnie należy dokładnie spłukać zimną lub gorącą czystą wodą. Zaleca się przeprowadzić próbę na małej, niewidocznej pow","Preparat do czyszczenia kostki brukowej, kamienia, betonu oraz fasad. Lekko zasadowy.","Koncentrat do ręcznego i ciśnieniowego czyszczenia betonu, płyt betonowych, kostki chodnikowej, kostki brukowej, kamienia, fasad. Mycie codzienne i gruntowne. Lekko zasadowy. Niskopieniący. Właściwości: Świetnie usuwa zabrudzenia ropopochodne tj. smary, oleje, paliwa itp. Dzięki innowacyjnej recepturze ma silne właściwości penetrujące. Przywraca naturalny kolor czyszczonym powierzchniom. Polecany do posadzek przemysłowych, hal produkcyjnych, warsztatów, garażów, magazynów oraz fasad budynków.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.",mycie-cisnieniowe
16,Zurada Twarda Woda,Płyn do zmywarek gastronomicznych,"Profesjonalny preparat do maszynowego mycia naczyń w zmywarkach gastronomicznych i przemysłowych. Skutecznie usuwa zabrudzenia ze szkła, porcelany, sztućców, naczyń, stali nierdzewnej, tworzyw sztucznych oraz garnków. Nie stosować do aluminium, miedzi, mosiądzu ani w zmywarkach domowych. Zalecane dozowanie: 2-5 ml/L, w zależności od jakości wody i stopnia zabrudzenia naczyń; stosować zgodnie z zaleceniami producenta zmywarki.","Preparat do mycia naczyń w zmywarkach gastronomicznych i przemysłowych, idealny do twardej wody.","Właściwości: Koncentrat. Doskonale myje naczynia w twardej wodzie. Usuwa najoporniejsze zabrudzenia spożywcze tj. tłuszcz, białko i skrobię. Zapobiega osadzaniu się kamienia i resztek brudu. Zwiększona ilość substancji zmiękczających wodę. Zabezpiecza szkło przed ścieraniem i matowieniem. Zapobiega korozji zmywarki. Preparat do wszystkich typów zmywarek gastronomicznych. Kompatybilny ze wszystkimi typami dozowników. Przedłuża życie dozowników poprzez filtrowanie w procesie produkcji. Gwarancja cząstek stałych nie większych niż 0,2 mm.",,"plyny-myjace-do-zmywarek, horeca-hotele, szkoly, firmy-sprzatajace, plyny-myjace-do-zmywarek-instytucje, plyny-myjace-do-zmywarek-firmy-sprzatajace"
17,Zurada Biel Pro,Płyn myjąco-wybielający do zmywarek,"Preparat przeznaczony do maszynowego mycia i wybielania naczyń w zmywarkach gastronomicznych oraz przemysłowych. Skutecznie usuwa zabrudzenia z naczyń, szkła, porcelany, sztućców, stali nierdzewnej, tworzyw sztucznych i garnków. Nie stosować do aluminium, miedzi i mosiądzu ani w zmywarkach domowych. Produkt przeznaczony do użytku profesjonalnego, do stosowania z systemami dozującymi, zgodnie z zaleceniami producenta zmywarki.",Preparat do mycia i wybielania naczyń w zmywarkach gastronomicznych i przemysłowych.,"Właściwości: Koncentrat. Wybiela osady po kawie i herbacie. Usuwa najoporniejsze zabrudzenia z tłuszczu, białka, skrobi oraz ślady po herbacie. Skuteczny we wszystkich zakresach twardości wody. Zawiera substancje zabezpieczające szkło i zapobiegające korozji zmywarki. Kompatybilny ze wszystkimi typami dozowników. Przedłuża życie dozowników poprzez filtrowanie w procesie produkcji. Gwarancja cząstek stałych nie większych niż 0,2 mm.",,"plyny-myjace-do-zmywarek, horeca-hotele, szkoly, firmy-sprzatajace, plyny-myjace-do-zmywarek-instytucje, plyny-myjace-do-zmywarek-firmy-sprzatajace"
18,Zurada Turbo Czystość,Koncentrat do mycia ciśnieniowego,"Skoncentrowany preparat do czyszczenia powierzchni metodą ciśnieniową, ręczną i maszynową. Sprawdza się na betonie, metalu, tworzywach sztucznych, kostce brukowej, kamieniu naturalnym i sztucznym oraz na fasadach. Zaleca się dobierać stężenie do stopnia zabrudzenia, nanieść roztwór na powierzchnię, odczekać kilka minut i mechanicznie wspomóc czyszczenie. Po zakończeniu pracy powierzchnię należy dokładnie spłukać wodą.",Skoncentrowany preparat do ręcznego i ciśnieniowego mycia powierzchni.,"Właściwości: Wydajny koncentrat. Ma silne właściwości myjące. Skutecznie usuwa zabrudzenia ropopochodne tj.: smary, oleje, paliwo. Przywraca naturalny kolor czyszczonym powierzchniom. Polecany do czyszczenia: parkingów, podjazdów, posadzek warsztatowych i przemysłowych, garaży oraz centrów logistycznych.",,mycie-cisnieniowe
19,Zurada Zmywark Pro,Generic Cleaning Product,"Rodzaj czyszczenia: maszynowe mycie i wybielanie naczyń i sztućców w zmywarkach. Zastosowania: szkło, porcelana, ceramika, stal nierdzewna. Odradzane zastosowania: aluminium. Sposób użycia: Sprawdzić twardość wody (w celu otrzymania bezpłatnego testu twardości wody prosimy o kontakt). Wprowadzić wężyk dozownika do kanistra z preparatem. Wyregulować dozowanie płynu. Zalecane dozowanie 2 – 4 ml/l w zależności od jakości wody. Zaleca się, aby temperatura stosowania wynosiła powyżej 500C. Bezpieczeństwo stosowania: Przy podłączaniu stosować okulary i rękawice ochronne. Przed pierwszym użyciem zapoznać się z kartą charakterystyki preparatu. Zawiesić na ścianie w miejscu przechowywania płynu myjącego kartę stanowiskową preparatu Dane techniczne: Termin trwałości: 24 miesiące. Gęstość: 1,3- 1,4 g","Bezfosforanowy, skoncentrowany płyn do maszynowego mycia i wybielania naczyń.","Skoncentrowany, bezfosforanowy płyn do maszynowego mycia naczyń we wszystkich typach zmywarek gastronomicznych. Wybielający. Bez zapachu chloru. Właściwości: Preparat do wszystkich typów zmywarek gastronomicznych, usuwa ślady po herbacie i kawie. Skutecznie likwiduje trudne do usunięcia zabrudzenia z tłuszczu, białka, skrobi. Zabezpiecza szkło przed ścieraniem i matowieniem. Zapobiega korozji zmywarki. Działa skutecznie, także w twardej wodzie. Silne właściwości wybielające. Zawiera aktywny utleniacz. Bez zapachu chloru. Kompatybilny ze wszystkimi typami dozowników. Przedłuża życie dozowników poprzez filtrowanie w procesie produkcji. Gwarancja cząstek stałych nie większych niż 0,2 mm. Ekologiczny. Nie obciąża środowiska, nie powoduje zarastania glonami rzek i mórz.",,"plyny-myjace-do-zmywarek, horeca-hotele, szkoly, firmy-sprzatajace, plyny-myjace-do-zmywarek-instytucje, plyny-myjace-do-zmywarek-firmy-sprzatajace"
20,Zurada Nabłyszcz Pro,Nabłyszczacz do zmywarek,"Skoncentrowany płyn do nabłyszczania i płukania naczyń w zmywarkach gastronomicznych oraz przemysłowych. Przeznaczony do szkła, porcelany, sztućców, naczyń, stali nierdzewnej, tworzyw sztucznych i garnków. Stosować z systemem dozującym, zgodnie z zaleceniami producenta zmywarki; typowe dozowanie wynosi 0,1–1 ml/L w zależności od twardości wody. Przed użyciem zapoznać się z kartą charakterystyki i stosować środki ochrony osobistej podczas podłączania preparatu.",Skoncentrowany płyn nabłyszczający do płukania naczyń w zmywarkach gastronomicznych i przemysłowych.,"Właściwości: Koncentrat. Przyspiesza wysychanie i powoduje, że naczynia oraz sztućce schną bez konieczności dodatkowego wycierania. Nadaje idealny połysk, nie pozostawia smug i zacieków. Zapobiega odkładaniu się kamienia (osadów wapiennych) w zmywarce. Preparat do wszystkich typów zmywarek gastronomicznych i przemysłowych. Kompatybilny ze wszystkimi typami dozowników. Przedłuża życie dozowników poprzez filtrowanie w procesie produkcji.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, plyny-nablyszczajace, szkoly, firmy-sprzatajace, plyny-nablyszczajace-instytucje, plyny-nablyszczajace-firmy-sprzatajace"
